case,arm,seed,t_sec,best
A mid,B0,7,21.935,34.0000
A mid,B0,7,21.970,34.0000
A mid,B0,7,22.010,34.0000
A mid,B0,7,22.045,34.0000
A mid,B0,7,22.082,34.0000
A mid,B0,7,22.117,34.0000
A mid,B0,7,22.157,34.0000
A mid,B0,7,22.195,34.0000
A mid,B0,7,22.231,34.0000
A mid,B0,7,22.271,34.0000
A mid,B0,7,22.307,34.0000
A mid,B0,7,22.347,34.0000
A mid,B0,7,22.384,34.0000
A mid,B0,7,22.418,34.0000
A mid,B0,7,22.454,34.0000
A mid,B0,7,22.489,34.0000
A mid,B0,7,22.527,34.0000
A mid,B0,7,22.563,34.0000
A mid,B0,7,22.598,34.0000
A mid,B0,7,22.634,34.0000
A mid,B0,7,22.673,34.0000
A mid,B0,7,22.711,34.0000
A mid,B0,7,22.747,34.0000
A mid,B0,7,22.785,34.0000
A mid,B0,7,22.821,34.0000
A mid,B0,7,22.862,34.0000
A mid,B0,7,22.899,34.0000
A mid,B0,7,22.936,34.0000
A mid,B0,7,22.974,34.0000
A mid,B0,7,23.010,34.0000
A mid,B0,7,23.049,34.0000
A mid,B0,7,23.083,34.0000
A mid,B0,7,23.118,34.0000
A mid,B0,7,23.152,34.0000
A mid,B0,7,23.192,34.0000
A mid,B0,7,23.228,34.0000
A mid,B0,7,23.264,34.0000
A mid,B0,7,23.299,34.0000
A mid,B0,7,23.334,34.0000
A mid,B0,7,23.373,34.0000
A mid,B0,7,23.410,34.0000
A mid,B0,7,23.445,34.0000
A mid,B0,7,23.482,34.0000
A mid,B0,7,23.523,34.0000
A mid,B0,7,23.559,34.0000
A mid,B0,7,23.595,34.0000
A mid,B0,7,23.630,34.0000
A mid,B0,7,23.664,34.0000
A mid,B0,7,23.703,34.0000
A mid,B0,7,23.738,34.0000
A mid,B0,7,23.773,34.0000
A mid,B0,7,23.809,34.0000
A mid,B0,7,23.847,34.0000
A mid,B0,7,23.884,34.0000
A mid,B0,7,23.918,34.0000
A mid,B0,7,23.956,34.0000
A mid,B0,7,23.991,34.0000
A mid,B0,7,24.032,34.0000
A mid,B0,7,24.065,34.0000
A mid,B0,7,24.098,34.0000
A mid,B0,7,24.133,34.0000
A mid,B0,7,24.172,34.0000
A mid,B0,7,24.206,34.0000
A mid,B0,7,24.240,34.0000
A mid,B0,7,24.279,34.0000
A mid,B0,7,24.318,34.0000
A mid,B0,7,24.358,34.0000
A mid,B0,7,24.397,34.0000
A mid,B0,7,24.432,34.0000
A mid,B0,7,24.469,34.0000
A mid,B0,7,24.508,34.0000
A mid,B0,7,24.544,34.0000
A mid,B0,7,24.580,34.0000
A mid,B0,7,24.617,34.0000
A mid,B0,7,24.653,34.0000
A mid,B0,7,24.692,34.0000
A mid,B0,7,24.730,34.0000
A mid,B0,7,24.768,34.0000
A mid,B0,7,24.807,34.0000
A mid,B0,7,24.846,34.0000
A mid,B0,7,24.886,34.0000
A mid,B0,7,24.926,34.0000
A mid,B0,7,24.961,34.0000
A mid,B0,7,24.997,34.0000
A mid,B0,7,25.036,34.0000
A mid,B0,7,25.072,34.0000
A mid,B0,7,25.107,34.0000
A mid,B0,7,25.140,34.0000
A mid,B0,7,25.175,34.0000
A mid,B0,7,25.214,34.0000
A mid,B0,7,25.249,34.0000
A mid,B0,7,25.282,34.0000
A mid,B0,7,25.317,34.0000
A mid,B0,7,25.355,34.0000
A mid,B0,7,25.390,34.0000
A mid,B0,7,25.424,34.0000
A mid,B0,7,25.460,34.0000
A mid,B0+,7,0.045,41.0000
A mid,B0+,7,0.089,39.0000
A mid,B0+,7,0.129,36.0000
A mid,B0+,7,0.169,36.0000
A mid,B0+,7,0.211,36.0000
A mid,B0+,7,0.256,36.0000
A mid,B0+,7,0.299,36.0000
A mid,B0+,7,0.343,36.0000
A mid,B0+,7,0.386,36.0000
A mid,B0+,7,0.427,36.0000
A mid,B0+,7,0.463,36.0000
A mid,B0+,7,0.500,36.0000
A mid,B0+,7,0.537,36.0000
A mid,B0+,7,0.580,36.0000
A mid,B0+,7,0.620,36.0000
A mid,B0+,7,0.656,36.0000
A mid,B0+,7,0.692,36.0000
A mid,B0+,7,0.732,36.0000
A mid,B0+,7,0.768,36.0000
A mid,B0+,7,0.805,36.0000
A mid,B0+,7,0.842,36.0000
A mid,B0+,7,0.881,36.0000
A mid,B0+,7,0.921,36.0000
A mid,B0+,7,0.957,36.0000
A mid,B0+,7,0.992,36.0000
A mid,B0+,7,1.027,36.0000
A mid,B0+,7,1.068,36.0000
A mid,B0+,7,1.104,36.0000
A mid,B0+,7,1.142,36.0000
A mid,B0+,7,1.177,36.0000
A mid,B0+,7,1.215,36.0000
A mid,B0+,7,1.256,36.0000
A mid,B0+,7,1.293,36.0000
A mid,B0+,7,1.329,36.0000
A mid,B0+,7,1.366,36.0000
A mid,B0+,7,1.405,36.0000
A mid,B0+,7,1.443,36.0000
A mid,B0+,7,1.480,36.0000
A mid,B0+,7,1.520,36.0000
A mid,B0+,7,1.559,36.0000
A mid,B0+,7,1.600,36.0000
A mid,B0+,7,1.639,36.0000
A mid,B0+,7,1.677,36.0000
A mid,B0+,7,1.715,36.0000
A mid,B0+,7,1.755,36.0000
A mid,B0+,7,1.794,36.0000
A mid,B0+,7,1.831,36.0000
A mid,B0+,7,1.868,36.0000
A mid,B0+,7,1.909,36.0000
A mid,B0+,7,1.945,36.0000
A mid,B0+,7,1.983,36.0000
A mid,B0+,7,2.020,36.0000
A mid,B0+,7,2.057,36.0000
A mid,B0+,7,2.097,36.0000
A mid,B0+,7,2.134,36.0000
A mid,B0+,7,2.172,36.0000
A mid,B0+,7,2.211,36.0000
A mid,B0+,7,2.254,36.0000
A mid,B0+,7,2.293,36.0000
A mid,B0+,7,2.330,36.0000
A mid,B0+,7,2.374,36.0000
A mid,B0+,7,2.415,36.0000
A mid,B0+,7,2.460,36.0000
A mid,B0+,7,2.503,36.0000
A mid,B0+,7,2.545,36.0000
A mid,B0+,7,2.590,36.0000
A mid,B0+,7,2.633,36.0000
A mid,B0+,7,2.672,36.0000
A mid,B0+,7,2.706,36.0000
A mid,B0+,7,2.746,36.0000
A mid,B0+,7,2.790,36.0000
A mid,B0+,7,2.831,36.0000
A mid,B0+,7,2.871,36.0000
A mid,B0+,7,2.909,36.0000
A mid,B0+,7,2.944,36.0000
A mid,B0+,7,2.983,36.0000
A mid,B0+,7,3.023,36.0000
A mid,B0+,7,3.062,36.0000
A mid,B0+,7,3.101,36.0000
A mid,B0+,7,3.145,36.0000
A mid,B0+,7,3.183,36.0000
A mid,B0+,7,3.220,36.0000
A mid,B0+,7,3.259,36.0000
A mid,B0+,7,3.305,36.0000
A mid,B0+,7,3.346,36.0000
A mid,B0+,7,3.389,36.0000
A mid,B0+,7,3.429,36.0000
A mid,B0+,7,3.464,36.0000
A mid,B0+,7,3.503,36.0000
A mid,B0+,7,3.543,36.0000
A mid,B0+,7,3.582,36.0000
A mid,B0+,7,3.624,36.0000
A mid,B0+,7,3.671,36.0000
A mid,B0+,7,3.713,36.0000
A mid,B0+,7,3.756,36.0000
A mid,B0+,7,3.797,36.0000
A mid,B0+,7,3.839,36.0000
A mid,B0+,7,3.886,36.0000
A mid,B0+,7,3.922,36.0000
A mid,B0+,7,3.959,36.0000
A mid,B0+,7,3.995,36.0000
A mid,B0+,7,4.034,36.0000
A mid,B0+,7,4.071,36.0000
A mid,B0+,7,4.109,36.0000
A mid,B0+,7,4.148,36.0000
A mid,B0+,7,4.189,36.0000
A mid,B0+,7,4.231,36.0000
A mid,B0+,7,4.271,36.0000
A mid,B0+,7,4.312,36.0000
A mid,B0+,7,4.352,36.0000
A mid,B0+,7,4.395,36.0000
A mid,B0+,7,4.435,36.0000
A mid,B0+,7,4.474,36.0000
A mid,B0+,7,4.514,36.0000
A mid,B0+,7,4.559,36.0000
A mid,B0+,7,4.599,36.0000
A mid,B0+,7,4.641,36.0000
A mid,B0+,7,4.682,36.0000
A mid,B0+,7,4.723,36.0000
A mid,B0+,7,4.767,36.0000
A mid,B0+,7,4.802,36.0000
A mid,B0+,7,4.836,36.0000
A mid,B0+,7,4.871,36.0000
A mid,B0+,7,4.910,36.0000
A mid,B0+,7,4.944,36.0000
A mid,B0+,7,4.980,36.0000
A mid,B0+,7,5.014,36.0000
A mid,B0+,7,5.050,36.0000
A mid,B0+,7,5.091,36.0000
A mid,B0+,7,5.123,36.0000
A mid,B0+,7,5.158,36.0000
A mid,B0+,7,5.196,36.0000
A mid,B0+,7,5.235,36.0000
A mid,B0+,7,5.271,36.0000
A mid,B0+,7,5.308,36.0000
A mid,B0+,7,5.345,36.0000
A mid,B0+,7,5.393,36.0000
A mid,B0+,7,5.426,36.0000
A mid,B0+,7,5.462,36.0000
A mid,B0+,7,5.497,36.0000
A mid,B0+,7,5.532,36.0000
A mid,B0+,7,5.570,36.0000
A mid,B0+,7,5.606,36.0000
A mid,B0+,7,5.644,36.0000
A mid,B0+,7,5.682,36.0000
A mid,B0+,7,5.725,36.0000
A mid,B0+,7,5.763,36.0000
A mid,B0+,7,5.797,36.0000
A mid,B0+,7,5.858,36.0000
A mid,B0+,7,5.920,36.0000
A mid,B0+,7,5.967,36.0000
A mid,B0+,7,6.006,36.0000
A mid,B0+,7,6.046,36.0000
A mid,B0+,7,6.087,36.0000
A mid,B0+,7,6.130,36.0000
A mid,B0+,7,6.170,36.0000
A mid,B0+,7,6.211,36.0000
A mid,B0+,7,6.246,36.0000
A mid,B0+,7,6.287,36.0000
A mid,B0+,7,6.327,36.0000
A mid,B0+,7,6.366,36.0000
A mid,B0+,7,6.408,36.0000
A mid,B0+,7,6.449,36.0000
A mid,B0+,7,6.493,36.0000
A mid,B0+,7,6.534,36.0000
A mid,B0+,7,6.575,36.0000
A mid,B0+,7,6.615,36.0000
A mid,B0+,7,6.653,36.0000
A mid,B0+,7,6.691,36.0000
A mid,B0+,7,6.729,36.0000
A mid,B0+,7,6.766,36.0000
A mid,B0+,7,6.804,36.0000
A mid,B0+,7,6.842,36.0000
A mid,B0+,7,6.877,36.0000
A mid,B0+,7,6.915,36.0000
A mid,B0+,7,6.952,36.0000
A mid,B0+,7,6.989,36.0000
A mid,B0+,7,7.023,36.0000
A mid,B0+,7,7.058,36.0000
A mid,B0+,7,7.093,36.0000
A mid,B0+,7,7.131,36.0000
A mid,B0+,7,7.166,36.0000
A mid,B0+,7,7.200,36.0000
A mid,B0+,7,7.236,36.0000
A mid,B0+,7,7.271,36.0000
A mid,B0+,7,7.308,36.0000
A mid,B0+,7,7.344,36.0000
A mid,B0+,7,7.379,36.0000
A mid,B0+,7,7.414,36.0000
A mid,B0+,7,7.453,36.0000
A mid,B0+,7,7.488,36.0000
A mid,B0+,7,7.523,36.0000
A mid,B0+,7,7.561,36.0000
A mid,B0+,7,7.597,36.0000
A mid,B0+,7,7.637,36.0000
A mid,B0+,7,7.675,36.0000
A mid,B0+,7,7.713,36.0000
A mid,B0+,7,7.750,36.0000
A mid,B0+,7,7.791,36.0000
A mid,B0+,7,7.830,36.0000
A mid,B0+,7,7.869,36.0000
A mid,B0+,7,7.904,36.0000
A mid,B0+,7,7.941,36.0000
A mid,B0+,7,7.974,36.0000
A mid,B0+,7,8.008,36.0000
A mid,B0+,7,8.043,36.0000
A mid,B0+,7,8.078,36.0000
A mid,B0+,7,8.116,36.0000
A mid,B0+,7,8.151,36.0000
A mid,B0+,7,8.185,36.0000
A mid,B0+,7,8.220,36.0000
A mid,B0+,7,8.259,36.0000
A mid,B0+,7,8.294,36.0000
A mid,B0+,7,8.329,36.0000
A mid,B0+,7,8.365,36.0000
A mid,B0+,7,8.404,36.0000
A mid,B0+,7,8.438,36.0000
A mid,B0+,7,8.474,36.0000
A mid,B0+,7,8.509,36.0000
A mid,B0+,7,8.544,36.0000
A mid,B0+,7,8.582,36.0000
A mid,B0+,7,8.617,36.0000
A mid,B0+,7,8.652,36.0000
A mid,B0+,7,8.688,36.0000
A mid,B0+,7,8.727,36.0000
A mid,B0+,7,8.763,36.0000
A mid,B0+,7,8.797,36.0000
A mid,B0+,7,8.834,36.0000
A mid,B0+,7,8.869,36.0000
A mid,B0+,7,8.907,36.0000
A mid,B0+,7,8.943,36.0000
A mid,B0+,7,8.978,36.0000
A mid,B0+,7,9.013,36.0000
A mid,B0+,7,9.053,36.0000
A mid,B0+,7,9.088,36.0000
A mid,B0+,7,9.124,36.0000
A mid,B0+,7,9.159,36.0000
A mid,B0+,7,9.199,36.0000
A mid,B0+,7,9.234,36.0000
A mid,B0+,7,9.272,36.0000
A mid,B0+,7,9.309,36.0000
A mid,B0+,7,9.346,36.0000
A mid,B0+,7,9.387,36.0000
A mid,B0+,7,9.423,36.0000
A mid,B0+,7,9.460,36.0000
A mid,B0+,7,9.495,36.0000
A mid,B0+,7,9.533,36.0000
A mid,B0+,7,9.567,36.0000
A mid,B0+,7,9.604,36.0000
A mid,B0+,7,9.642,36.0000
A mid,B0+,7,9.681,36.0000
A mid,B0+,7,9.723,36.0000
A mid,B0+,7,9.757,36.0000
A mid,B0+,7,9.792,36.0000
A mid,B0+,7,9.827,36.0000
A mid,B0+,7,9.864,36.0000
A mid,B0+,7,9.900,36.0000
A mid,B0+,7,9.935,36.0000
A mid,B0+,7,9.971,36.0000
A mid,B0+,7,10.007,36.0000
A mid,B0+,7,10.045,36.0000
A mid,B0+,7,10.081,36.0000
A mid,B0+,7,10.116,36.0000
A mid,B0+,7,10.150,36.0000
A mid,B0+,7,10.189,36.0000
A mid,B0+,7,10.224,36.0000
A mid,B0+,7,10.259,36.0000
A mid,B0+,7,10.297,36.0000
A mid,B0+,7,10.339,36.0000
A mid,B0+,7,10.377,36.0000
A mid,B0+,7,10.417,36.0000
A mid,B0+,7,10.455,36.0000
A mid,B0+,7,10.494,36.0000
A mid,B0+,7,10.536,36.0000
A mid,B0+,7,10.576,36.0000
A mid,B0+,7,10.616,36.0000
A mid,B0+,7,10.658,36.0000
A mid,B0+,7,10.703,36.0000
A mid,B0+,7,10.744,36.0000
A mid,B0+,7,10.779,35.0000
A mid,B0+,7,10.814,35.0000
A mid,B0+,7,10.848,35.0000
A mid,B0+,7,10.886,35.0000
A mid,B0+,7,10.921,35.0000
A mid,B0+,7,10.956,35.0000
A mid,B0+,7,10.991,35.0000
A mid,B0+,7,11.029,35.0000
A mid,B0+,7,11.064,34.0000
A mid,B0+,7,11.099,34.0000
A mid,B0+,7,11.135,34.0000
A mid,B0+,7,11.173,34.0000
A mid,B0+,7,11.208,34.0000
A mid,B0+,7,11.242,34.0000
A mid,B0+,7,11.278,34.0000
A mid,B0+,7,11.313,34.0000
A mid,B0+,7,11.352,34.0000
A mid,B0+,7,11.386,34.0000
A mid,B0+,7,11.422,34.0000
A mid,B0+,7,11.456,34.0000
A mid,B0+,7,11.496,34.0000
A mid,B0+,7,11.530,34.0000
A mid,B0+,7,11.565,34.0000
A mid,B0+,7,11.600,34.0000
A mid,B0+,7,11.635,34.0000
A mid,B0+,7,11.676,34.0000
A mid,B0+,7,11.713,34.0000
A mid,B0+,7,11.750,34.0000
A mid,B0+,7,11.789,34.0000
A mid,B0+,7,11.826,34.0000
A mid,B0+,7,11.866,34.0000
A mid,B0+,7,11.905,34.0000
A mid,B0+,7,11.938,34.0000
A mid,B0+,7,11.971,34.0000
A mid,B0+,7,12.009,34.0000
A mid,B0+,7,12.041,34.0000
A mid,B0+,7,12.076,34.0000
A mid,B0+,7,12.111,34.0000
A mid,B0+,7,12.149,34.0000
A mid,B0+,7,12.185,34.0000
A mid,B0+,7,12.218,34.0000
A mid,B0+,7,12.251,34.0000
A mid,B0+,7,12.288,34.0000
A mid,B0+,7,12.327,34.0000
A mid,B0+,7,12.363,34.0000
A mid,B0+,7,12.398,34.0000
A mid,B0+,7,12.434,34.0000
A mid,B0+,7,12.473,34.0000
A mid,B0+,7,12.507,34.0000
A mid,B0+,7,12.542,34.0000
A mid,B0+,7,12.577,34.0000
A mid,B0+,7,12.609,34.0000
A mid,B0+,7,12.645,34.0000
A mid,B0+,7,12.677,34.0000
A mid,B0+,7,12.711,34.0000
A mid,B0+,7,12.746,34.0000
A mid,B0+,7,12.782,34.0000
A mid,B0+,7,12.819,34.0000
A mid,B0+,7,12.851,34.0000
A mid,B0+,7,12.886,34.0000
A mid,B0+,7,12.920,34.0000
A mid,B0+,7,12.958,34.0000
A mid,B0+,7,12.991,34.0000
A mid,B0+,7,13.024,34.0000
A mid,B0+,7,13.056,34.0000
A mid,B0+,7,13.092,34.0000
A mid,B0+,7,13.126,34.0000
A mid,B0+,7,13.159,34.0000
A mid,B0+,7,13.193,34.0000
A mid,B0+,7,13.228,34.0000
A mid,B0+,7,13.264,34.0000
A mid,B0+,7,13.298,34.0000
A mid,B0+,7,13.332,34.0000
A mid,B0+,7,13.365,34.0000
A mid,B0+,7,13.399,34.0000
A mid,B0+,7,13.440,34.0000
A mid,B0+,7,13.474,34.0000
A mid,B0+,7,13.507,34.0000
A mid,B0+,7,13.540,34.0000
A mid,B0+,7,13.578,34.0000
A mid,B0+,7,13.619,34.0000
A mid,B0+,7,13.660,34.0000
A mid,B0+,7,13.695,34.0000
A mid,B0+,7,13.733,34.0000
A mid,B0+,7,13.773,34.0000
A mid,B0+,7,13.813,34.0000
A mid,B0+,7,13.850,34.0000
A mid,B0+,7,13.888,34.0000
A mid,B0+,7,13.925,34.0000
A mid,B0+,7,13.961,34.0000
A mid,B0+,7,13.994,34.0000
A mid,B0+,7,14.029,34.0000
A mid,B0+,7,14.063,34.0000
A mid,B0+,7,14.100,34.0000
A mid,B0+,7,14.136,34.0000
A mid,B0+,7,14.170,34.0000
A mid,B0+,7,14.205,34.0000
A mid,B0+,7,14.244,34.0000
A mid,B0+,7,14.277,34.0000
A mid,B0+,7,14.313,34.0000
A mid,B0+,7,14.347,34.0000
A mid,B0+,7,14.381,34.0000
A mid,B0+,7,14.419,34.0000
A mid,B0+,7,14.453,34.0000
A mid,B0+,7,14.487,34.0000
A mid,B0+,7,14.524,34.0000
A mid,B0+,7,14.562,34.0000
A mid,B0+,7,14.596,34.0000
A mid,B0+,7,14.630,34.0000
A mid,B0+,7,14.665,34.0000
A mid,B0+,7,14.699,34.0000
A mid,B0+,7,14.738,34.0000
A mid,B0+,7,14.772,34.0000
A mid,B0+,7,14.808,34.0000
A mid,B0+,7,14.842,34.0000
A mid,B0+,7,14.879,34.0000
A mid,B0+,7,14.914,34.0000
A mid,B0+,7,14.950,34.0000
A mid,B0+,7,14.986,34.0000
A mid,B0+,7,15.027,34.0000
A mid,B0+,7,15.062,34.0000
A mid,B0+,7,15.099,34.0000
A mid,B0+,7,15.135,34.0000
A mid,B0+,7,15.171,34.0000
A mid,B0+,7,15.206,34.0000
A mid,B0+,7,15.239,34.0000
A mid,B0+,7,15.274,34.0000
A mid,B0+,7,15.311,34.0000
A mid,B0+,7,15.350,34.0000
A mid,B0+,7,15.387,34.0000
A mid,B0+,7,15.425,34.0000
A mid,B0+,7,15.463,34.0000
A mid,B0+,7,15.500,34.0000
A mid,B0+,7,15.538,34.0000
A mid,B0+,7,15.573,34.0000
A mid,B0+,7,15.606,34.0000
A mid,B0+,7,15.642,34.0000
A mid,B0+,7,15.684,34.0000
A mid,B0+,7,15.720,34.0000
A mid,B0+,7,15.756,34.0000
A mid,B0+,7,15.792,34.0000
A mid,B0+,7,15.829,34.0000
A mid,B0+,7,15.868,34.0000
A mid,B0+,7,15.904,34.0000
A mid,B0+,7,15.941,34.0000
A mid,B0+,7,15.977,34.0000
A mid,B0+,7,16.015,34.0000
A mid,B0+,7,16.046,34.0000
A mid,B0+,7,16.080,34.0000
A mid,B0+,7,16.113,34.0000
A mid,B0+,7,16.147,34.0000
A mid,B0+,7,16.184,34.0000
A mid,B0+,7,16.217,34.0000
A mid,B0+,7,16.253,34.0000
A mid,B0+,7,16.288,34.0000
A mid,B0+,7,16.321,34.0000
A mid,B0+,7,16.357,34.0000
A mid,B0+,7,16.390,34.0000
A mid,B0+,7,16.422,34.0000
A mid,B0+,7,16.456,34.0000
A mid,B0+,7,16.493,34.0000
A mid,B0+,7,16.524,34.0000
A mid,B0+,7,16.558,34.0000
A mid,B0+,7,16.589,34.0000
A mid,B0+,7,16.622,34.0000
A mid,B0+,7,16.662,34.0000
A mid,B0+,7,16.700,34.0000
A mid,B0+,7,16.737,34.0000
A mid,B0+,7,16.772,34.0000
A mid,B0+,7,16.812,34.0000
A mid,B0+,7,16.846,34.0000
A mid,B0+,7,16.879,34.0000
A mid,B0+,7,16.918,34.0000
A mid,B0+,7,16.952,34.0000
A mid,B0+,7,16.989,34.0000
A mid,B0+,7,17.023,34.0000
A mid,B0+,7,17.057,34.0000
A mid,B0+,7,17.091,34.0000
A mid,B0+,7,17.128,34.0000
A mid,B0+,7,17.161,34.0000
A mid,B0+,7,17.195,34.0000
A mid,B0+,7,17.230,34.0000
A mid,B0+,7,17.264,34.0000
A mid,B0+,7,17.303,34.0000
A mid,B0+,7,17.335,34.0000
A mid,B0+,7,17.372,34.0000
A mid,B0+,7,17.408,34.0000
A mid,B0+,7,17.448,34.0000
A mid,B0+,7,17.485,34.0000
A mid,B0+,7,17.522,34.0000
A mid,B0+,7,17.560,34.0000
A mid,B0+,7,17.598,34.0000
A mid,B0+,7,17.639,34.0000
A mid,B0+,7,17.676,34.0000
A mid,B0+,7,17.709,34.0000
A mid,B0+,7,17.742,34.0000
A mid,B0+,7,17.781,34.0000
A mid,B0+,7,17.816,34.0000
A mid,B0+,7,17.849,34.0000
A mid,B0+,7,17.884,34.0000
A mid,B0+,7,17.919,34.0000
A mid,B0+,7,17.955,34.0000
A mid,B0+,7,17.989,34.0000
A mid,B0+,7,18.024,34.0000
A mid,B0+,7,18.059,34.0000
A mid,B0+,7,18.098,34.0000
A mid,B0+,7,18.133,34.0000
A mid,B0+,7,18.167,34.0000
A mid,B0+,7,18.201,34.0000
A mid,B0+,7,18.235,34.0000
A mid,B0+,7,18.276,34.0000
A mid,B0+,7,18.313,34.0000
A mid,B0+,7,18.350,34.0000
A mid,B0+,7,18.387,34.0000
A mid,B0+,7,18.425,34.0000
A mid,B0+,7,18.460,34.0000
A mid,B0+,7,18.496,34.0000
A mid,B0+,7,18.531,34.0000
A mid,B0+,7,18.567,34.0000
A mid,B0+,7,18.605,34.0000
A mid,B0+,7,18.641,34.0000
A mid,B0+,7,18.675,34.0000
A mid,B0+,7,18.710,34.0000
A mid,B0+,7,18.750,34.0000
A mid,B0+,7,18.786,34.0000
A mid,B0+,7,18.819,34.0000
A mid,B0+,7,18.851,34.0000
A mid,B0+,7,18.885,34.0000
A mid,B0+,7,18.922,34.0000
A mid,B0+,7,18.955,34.0000
A mid,B0+,7,18.990,34.0000
A mid,B0+,7,19.021,34.0000
A mid,B0+,7,19.058,34.0000
A mid,B0+,7,19.091,34.0000
A mid,B0+,7,19.126,34.0000
A mid,B0+,7,19.161,34.0000
A mid,B0+,7,19.195,34.0000
A mid,B0+,7,19.235,34.0000
A mid,B0+,7,19.268,34.0000
A mid,B0+,7,19.305,34.0000
A mid,B0+,7,19.339,34.0000
A mid,B0+,7,19.371,34.0000
A mid,B0+,7,19.408,34.0000
A mid,B0+,7,19.440,34.0000
A mid,B0+,7,19.475,34.0000
A mid,B0+,7,19.508,34.0000
A mid,B0+,7,19.545,34.0000
A mid,B0+,7,19.579,34.0000
A mid,B0+,7,19.613,34.0000
A mid,B0+,7,19.648,34.0000
A mid,B0+,7,19.686,34.0000
A mid,B0+,7,19.724,34.0000
A mid,B0+,7,19.762,34.0000
A mid,B0+,7,19.797,34.0000
A mid,B0+,7,19.836,34.0000
A mid,B0+,7,19.876,34.0000
A mid,B0+,7,19.911,34.0000
A mid,B0+,7,19.948,34.0000
A mid,B0+,7,19.983,34.0000
A mid,B0+,7,20.019,34.0000
A mid,B0+,7,20.059,34.0000
A mid,B0+,7,20.094,34.0000
A mid,B0+,7,20.129,34.0000
A mid,B0+,7,20.164,34.0000
A mid,B0+,7,20.203,34.0000
A mid,B0+,7,20.237,34.0000
A mid,B0+,7,20.271,34.0000
A mid,B0+,7,20.306,34.0000
A mid,B0+,7,20.343,34.0000
A mid,B0+,7,20.383,34.0000
A mid,B0+,7,20.421,34.0000
A mid,B0+,7,20.458,34.0000
A mid,B0+,7,20.495,34.0000
A mid,B0+,7,20.536,34.0000
A mid,B0+,7,20.573,34.0000
A mid,B0+,7,20.611,34.0000
A mid,B0+,7,20.650,34.0000
A mid,B0+,7,20.687,34.0000
A mid,B0+,7,20.723,34.0000
A mid,B0+,7,20.756,34.0000
A mid,B0+,7,20.789,34.0000
A mid,B0+,7,20.823,34.0000
A mid,B0+,7,20.861,34.0000
A mid,B0+,7,20.894,34.0000
A mid,B0+,7,20.929,34.0000
A mid,B0+,7,20.962,34.0000
A mid,B0+,7,20.995,34.0000
A mid,B0+,7,21.031,34.0000
A mid,B0+,7,21.065,34.0000
A mid,B0+,7,21.101,34.0000
A mid,B0+,7,21.136,34.0000
A mid,B0+,7,21.172,34.0000
A mid,B0+,7,21.208,34.0000
A mid,B0+,7,21.242,34.0000
A mid,B0+,7,21.278,34.0000
A mid,B0+,7,21.313,34.0000
A mid,B0+,7,21.355,34.0000
A mid,B0+,7,21.389,34.0000
A mid,B0+,7,21.424,34.0000
A mid,B0+,7,21.457,34.0000
A mid,B0+,7,21.491,34.0000
A mid,B0+,7,21.527,34.0000
A mid,B0+,7,21.561,34.0000
A mid,B0+,7,21.595,34.0000
A mid,B0+,7,21.630,34.0000
A mid,B0+,7,21.675,34.0000
A mid,B0+,7,21.714,34.0000
A mid,B0+,7,21.754,34.0000
A mid,B0+,7,21.790,34.0000
A mid,B0+,7,21.827,34.0000
A mid,B0+,7,21.865,34.0000
A mid,B0+,7,21.900,34.0000
A mid,B0+,7,21.935,34.0000
A mid,B0+,7,21.970,34.0000
A mid,B0+,7,22.010,34.0000
A mid,B0+,7,22.045,34.0000
A mid,B0+,7,22.082,34.0000
A mid,B0+,7,22.117,34.0000
A mid,B0+,7,22.157,34.0000
A mid,B0+,7,22.195,34.0000
A mid,B0+,7,22.231,34.0000
A mid,B0+,7,22.271,34.0000
A mid,B0+,7,22.307,34.0000
A mid,B0+,7,22.347,34.0000
A mid,B0+,7,22.384,34.0000
A mid,B0+,7,22.418,34.0000
A mid,B0+,7,22.454,34.0000
A mid,B0+,7,22.489,34.0000
A mid,B0+,7,22.527,34.0000
A mid,B0+,7,22.563,34.0000
A mid,B0+,7,22.598,34.0000
A mid,B0+,7,22.634,34.0000
A mid,B0+,7,22.673,34.0000
A mid,B0+,7,22.711,34.0000
A mid,B0+,7,22.747,34.0000
A mid,B0+,7,22.785,34.0000
A mid,B0+,7,22.821,34.0000
A mid,B0+,7,22.862,34.0000
A mid,B0+,7,22.899,34.0000
A mid,B0+,7,22.936,34.0000
A mid,B0+,7,22.974,34.0000
A mid,B0+,7,23.010,34.0000
A mid,B0+,7,23.049,34.0000
A mid,B0+,7,23.083,34.0000
A mid,B0+,7,23.118,34.0000
A mid,B0+,7,23.152,34.0000
A mid,B0+,7,23.192,34.0000
A mid,B0+,7,23.228,34.0000
A mid,B0+,7,23.264,34.0000
A mid,B0+,7,23.299,34.0000
A mid,B0+,7,23.334,34.0000
A mid,B0+,7,23.373,34.0000
A mid,B0+,7,23.410,34.0000
A mid,B0+,7,23.445,34.0000
A mid,B0+,7,23.482,34.0000
A mid,B0+,7,23.523,34.0000
A mid,B0+,7,23.559,34.0000
A mid,B0+,7,23.595,34.0000
A mid,B0+,7,23.630,34.0000
A mid,B0+,7,23.664,34.0000
A mid,B0+,7,23.703,34.0000
A mid,B0+,7,23.738,34.0000
A mid,B0+,7,23.773,34.0000
A mid,B0+,7,23.809,34.0000
A mid,B0+,7,23.847,34.0000
