case,arm,seed,t_sec,best
A funnel,B0,7,24.033,34.0000
A funnel,B0,7,24.068,34.0000
A funnel,B0,7,24.102,34.0000
A funnel,B0,7,24.142,34.0000
A funnel,B0,7,24.179,34.0000
A funnel,B0,7,24.215,34.0000
A funnel,B0,7,24.251,34.0000
A funnel,B0,7,24.287,34.0000
A funnel,B0,7,24.325,34.0000
A funnel,B0,7,24.362,34.0000
A funnel,B0,7,24.402,34.0000
A funnel,B0,7,24.442,34.0000
A funnel,B0,7,24.484,34.0000
A funnel,B0,7,24.523,34.0000
A funnel,B0,7,24.562,34.0000
A funnel,B0,7,24.600,34.0000
A funnel,B0,7,24.638,34.0000
A funnel,B0,7,24.678,34.0000
A funnel,B0,7,24.716,34.0000
A funnel,B0,7,24.750,34.0000
A funnel,B0,7,24.783,34.0000
A funnel,B0,7,24.822,34.0000
A funnel,B0,7,24.856,34.0000
A funnel,B0,7,24.891,34.0000
A funnel,B0,7,24.926,34.0000
A funnel,B0,7,24.963,34.0000
A funnel,B0,7,25.003,34.0000
A funnel,B0,7,25.041,34.0000
A funnel,B0,7,25.076,34.0000
A funnel,B0,7,25.112,34.0000
A funnel,B0,7,25.152,34.0000
A funnel,B0,7,25.187,34.0000
A funnel,B0,7,25.222,34.0000
A funnel,B0,7,25.257,34.0000
A funnel,B0,7,25.291,34.0000
A funnel,B0,7,25.329,34.0000
A funnel,B0,7,25.362,34.0000
A funnel,B0,7,25.399,34.0000
A funnel,B0,7,25.437,34.0000
A funnel,B0,7,25.476,34.0000
A funnel,B0,7,25.518,34.0000
A funnel,B0,7,25.558,34.0000
A funnel,B0,7,25.601,34.0000
A funnel,B0,7,25.644,34.0000
A funnel,B0,7,25.692,34.0000
A funnel,B0,7,25.735,34.0000
A funnel,B0,7,25.775,34.0000
A funnel,B0,7,25.816,34.0000
A funnel,B0,7,25.858,34.0000
A funnel,B0,7,25.904,34.0000
A funnel,B0,7,25.943,34.0000
A funnel,B0,7,25.981,34.0000
A funnel,B0,7,26.016,34.0000
A funnel,B0,7,26.054,34.0000
A funnel,B0,7,26.092,34.0000
A funnel,B0,7,26.132,34.0000
A funnel,B0,7,26.172,34.0000
A funnel,B0+,7,0.045,41.0000
A funnel,B0+,7,0.092,39.0000
A funnel,B0+,7,0.133,36.0000
A funnel,B0+,7,0.168,36.0000
A funnel,B0+,7,0.210,36.0000
A funnel,B0+,7,0.247,36.0000
A funnel,B0+,7,0.284,36.0000
A funnel,B0+,7,0.322,36.0000
A funnel,B0+,7,0.360,36.0000
A funnel,B0+,7,0.401,36.0000
A funnel,B0+,7,0.438,36.0000
A funnel,B0+,7,0.473,36.0000
A funnel,B0+,7,0.509,36.0000
A funnel,B0+,7,0.547,36.0000
A funnel,B0+,7,0.582,36.0000
A funnel,B0+,7,0.618,36.0000
A funnel,B0+,7,0.654,36.0000
A funnel,B0+,7,0.692,36.0000
A funnel,B0+,7,0.726,36.0000
A funnel,B0+,7,0.761,36.0000
A funnel,B0+,7,0.797,36.0000
A funnel,B0+,7,0.835,36.0000
A funnel,B0+,7,0.876,36.0000
A funnel,B0+,7,0.912,36.0000
A funnel,B0+,7,0.946,36.0000
A funnel,B0+,7,0.981,36.0000
A funnel,B0+,7,1.035,36.0000
A funnel,B0+,7,1.073,36.0000
A funnel,B0+,7,1.115,36.0000
A funnel,B0+,7,1.156,36.0000
A funnel,B0+,7,1.198,36.0000
A funnel,B0+,7,1.243,36.0000
A funnel,B0+,7,1.293,36.0000
A funnel,B0+,7,1.358,36.0000
A funnel,B0+,7,1.416,36.0000
A funnel,B0+,7,1.472,36.0000
A funnel,B0+,7,1.514,36.0000
A funnel,B0+,7,1.558,36.0000
A funnel,B0+,7,1.599,36.0000
A funnel,B0+,7,1.647,36.0000
A funnel,B0+,7,1.689,36.0000
A funnel,B0+,7,1.727,36.0000
A funnel,B0+,7,1.768,36.0000
A funnel,B0+,7,1.810,36.0000
A funnel,B0+,7,1.852,36.0000
A funnel,B0+,7,1.890,36.0000
A funnel,B0+,7,1.930,36.0000
A funnel,B0+,7,1.965,36.0000
A funnel,B0+,7,2.005,36.0000
A funnel,B0+,7,2.043,36.0000
A funnel,B0+,7,2.081,36.0000
A funnel,B0+,7,2.117,36.0000
A funnel,B0+,7,2.159,36.0000
A funnel,B0+,7,2.198,36.0000
A funnel,B0+,7,2.235,36.0000
A funnel,B0+,7,2.271,36.0000
A funnel,B0+,7,2.310,36.0000
A funnel,B0+,7,2.351,36.0000
A funnel,B0+,7,2.388,36.0000
A funnel,B0+,7,2.427,36.0000
A funnel,B0+,7,2.466,36.0000
A funnel,B0+,7,2.510,36.0000
A funnel,B0+,7,2.548,36.0000
A funnel,B0+,7,2.591,36.0000
A funnel,B0+,7,2.631,36.0000
A funnel,B0+,7,2.671,36.0000
A funnel,B0+,7,2.721,36.0000
A funnel,B0+,7,2.763,36.0000
A funnel,B0+,7,2.798,36.0000
A funnel,B0+,7,2.836,36.0000
A funnel,B0+,7,2.880,36.0000
A funnel,B0+,7,2.924,36.0000
A funnel,B0+,7,2.970,36.0000
A funnel,B0+,7,3.021,36.0000
A funnel,B0+,7,3.075,36.0000
A funnel,B0+,7,3.119,36.0000
A funnel,B0+,7,3.162,36.0000
A funnel,B0+,7,3.203,36.0000
A funnel,B0+,7,3.239,36.0000
A funnel,B0+,7,3.278,36.0000
A funnel,B0+,7,3.313,36.0000
A funnel,B0+,7,3.347,36.0000
A funnel,B0+,7,3.383,36.0000
A funnel,B0+,7,3.424,36.0000
A funnel,B0+,7,3.468,36.0000
A funnel,B0+,7,3.514,36.0000
A funnel,B0+,7,3.554,36.0000
A funnel,B0+,7,3.599,36.0000
A funnel,B0+,7,3.646,36.0000
A funnel,B0+,7,3.689,36.0000
A funnel,B0+,7,3.730,36.0000
A funnel,B0+,7,3.770,36.0000
A funnel,B0+,7,3.813,36.0000
A funnel,B0+,7,3.850,36.0000
A funnel,B0+,7,3.889,36.0000
A funnel,B0+,7,3.930,36.0000
A funnel,B0+,7,3.967,36.0000
A funnel,B0+,7,4.005,36.0000
A funnel,B0+,7,4.041,36.0000
A funnel,B0+,7,4.077,36.0000
A funnel,B0+,7,4.113,36.0000
A funnel,B0+,7,4.151,36.0000
A funnel,B0+,7,4.187,36.0000
A funnel,B0+,7,4.224,36.0000
A funnel,B0+,7,4.264,36.0000
A funnel,B0+,7,4.309,36.0000
A funnel,B0+,7,4.349,36.0000
A funnel,B0+,7,4.390,36.0000
A funnel,B0+,7,4.430,36.0000
A funnel,B0+,7,4.471,36.0000
A funnel,B0+,7,4.511,36.0000
A funnel,B0+,7,4.549,36.0000
A funnel,B0+,7,4.589,36.0000
A funnel,B0+,7,4.629,36.0000
A funnel,B0+,7,4.669,36.0000
A funnel,B0+,7,4.706,36.0000
A funnel,B0+,7,4.743,36.0000
A funnel,B0+,7,4.781,36.0000
A funnel,B0+,7,4.820,36.0000
A funnel,B0+,7,4.858,36.0000
A funnel,B0+,7,4.896,36.0000
A funnel,B0+,7,4.932,36.0000
A funnel,B0+,7,4.969,36.0000
A funnel,B0+,7,5.010,36.0000
A funnel,B0+,7,5.046,36.0000
A funnel,B0+,7,5.082,36.0000
A funnel,B0+,7,5.119,36.0000
A funnel,B0+,7,5.164,36.0000
A funnel,B0+,7,5.201,36.0000
A funnel,B0+,7,5.241,36.0000
A funnel,B0+,7,5.281,36.0000
A funnel,B0+,7,5.319,36.0000
A funnel,B0+,7,5.361,36.0000
A funnel,B0+,7,5.399,36.0000
A funnel,B0+,7,5.440,36.0000
A funnel,B0+,7,5.477,36.0000
A funnel,B0+,7,5.520,36.0000
A funnel,B0+,7,5.558,36.0000
A funnel,B0+,7,5.597,36.0000
A funnel,B0+,7,5.635,36.0000
A funnel,B0+,7,5.677,36.0000
A funnel,B0+,7,5.713,36.0000
A funnel,B0+,7,5.751,36.0000
A funnel,B0+,7,5.787,36.0000
A funnel,B0+,7,5.824,36.0000
A funnel,B0+,7,5.862,36.0000
A funnel,B0+,7,5.898,36.0000
A funnel,B0+,7,5.935,36.0000
A funnel,B0+,7,5.971,36.0000
A funnel,B0+,7,6.014,36.0000
A funnel,B0+,7,6.050,36.0000
A funnel,B0+,7,6.087,36.0000
A funnel,B0+,7,6.123,36.0000
A funnel,B0+,7,6.159,36.0000
A funnel,B0+,7,6.200,36.0000
A funnel,B0+,7,6.236,36.0000
A funnel,B0+,7,6.272,36.0000
A funnel,B0+,7,6.309,36.0000
A funnel,B0+,7,6.351,36.0000
A funnel,B0+,7,6.387,36.0000
A funnel,B0+,7,6.423,36.0000
A funnel,B0+,7,6.459,36.0000
A funnel,B0+,7,6.496,36.0000
A funnel,B0+,7,6.536,36.0000
A funnel,B0+,7,6.572,36.0000
A funnel,B0+,7,6.607,36.0000
A funnel,B0+,7,6.642,36.0000
A funnel,B0+,7,6.679,36.0000
A funnel,B0+,7,6.714,36.0000
A funnel,B0+,7,6.751,36.0000
A funnel,B0+,7,6.790,36.0000
A funnel,B0+,7,6.832,36.0000
A funnel,B0+,7,6.870,36.0000
A funnel,B0+,7,6.909,36.0000
A funnel,B0+,7,6.947,36.0000
A funnel,B0+,7,6.980,36.0000
A funnel,B0+,7,7.019,36.0000
A funnel,B0+,7,7.053,36.0000
A funnel,B0+,7,7.087,36.0000
A funnel,B0+,7,7.122,36.0000
A funnel,B0+,7,7.161,36.0000
A funnel,B0+,7,7.195,36.0000
A funnel,B0+,7,7.234,36.0000
A funnel,B0+,7,7.274,36.0000
A funnel,B0+,7,7.308,36.0000
A funnel,B0+,7,7.346,36.0000
A funnel,B0+,7,7.382,36.0000
A funnel,B0+,7,7.417,36.0000
A funnel,B0+,7,7.453,36.0000
A funnel,B0+,7,7.494,36.0000
A funnel,B0+,7,7.535,36.0000
A funnel,B0+,7,7.574,36.0000
A funnel,B0+,7,7.611,36.0000
A funnel,B0+,7,7.653,36.0000
A funnel,B0+,7,7.687,36.0000
A funnel,B0+,7,7.721,36.0000
A funnel,B0+,7,7.757,36.0000
A funnel,B0+,7,7.795,36.0000
A funnel,B0+,7,7.833,36.0000
A funnel,B0+,7,7.869,36.0000
A funnel,B0+,7,7.903,36.0000
A funnel,B0+,7,7.940,36.0000
A funnel,B0+,7,7.978,36.0000
A funnel,B0+,7,8.013,36.0000
A funnel,B0+,7,8.049,36.0000
A funnel,B0+,7,8.088,36.0000
A funnel,B0+,7,8.126,36.0000
A funnel,B0+,7,8.167,36.0000
A funnel,B0+,7,8.205,36.0000
A funnel,B0+,7,8.243,36.0000
A funnel,B0+,7,8.282,36.0000
A funnel,B0+,7,8.324,36.0000
A funnel,B0+,7,8.361,36.0000
A funnel,B0+,7,8.399,36.0000
A funnel,B0+,7,8.433,36.0000
A funnel,B0+,7,8.471,36.0000
A funnel,B0+,7,8.506,36.0000
A funnel,B0+,7,8.543,36.0000
A funnel,B0+,7,8.579,36.0000
A funnel,B0+,7,8.615,36.0000
A funnel,B0+,7,8.656,36.0000
A funnel,B0+,7,8.693,36.0000
A funnel,B0+,7,8.730,36.0000
A funnel,B0+,7,8.767,36.0000
A funnel,B0+,7,8.809,36.0000
A funnel,B0+,7,8.848,36.0000
A funnel,B0+,7,8.887,36.0000
A funnel,B0+,7,8.928,36.0000
A funnel,B0+,7,8.969,36.0000
A funnel,B0+,7,9.011,36.0000
A funnel,B0+,7,9.047,36.0000
A funnel,B0+,7,9.082,36.0000
A funnel,B0+,7,9.118,36.0000
A funnel,B0+,7,9.157,36.0000
A funnel,B0+,7,9.193,36.0000
A funnel,B0+,7,9.229,36.0000
A funnel,B0+,7,9.265,36.0000
A funnel,B0+,7,9.305,36.0000
A funnel,B0+,7,9.342,36.0000
A funnel,B0+,7,9.377,36.0000
A funnel,B0+,7,9.413,36.0000
A funnel,B0+,7,9.449,36.0000
A funnel,B0+,7,9.488,36.0000
A funnel,B0+,7,9.527,36.0000
A funnel,B0+,7,9.564,36.0000
A funnel,B0+,7,9.605,36.0000
A funnel,B0+,7,9.646,36.0000
A funnel,B0+,7,9.680,36.0000
A funnel,B0+,7,9.715,36.0000
A funnel,B0+,7,9.750,36.0000
A funnel,B0+,7,9.792,36.0000
A funnel,B0+,7,9.831,36.0000
A funnel,B0+,7,9.867,36.0000
A funnel,B0+,7,9.902,36.0000
A funnel,B0+,7,9.938,36.0000
A funnel,B0+,7,9.978,36.0000
A funnel,B0+,7,10.014,36.0000
A funnel,B0+,7,10.049,36.0000
A funnel,B0+,7,10.087,36.0000
A funnel,B0+,7,10.125,36.0000
A funnel,B0+,7,10.160,36.0000
A funnel,B0+,7,10.196,36.0000
A funnel,B0+,7,10.232,36.0000
A funnel,B0+,7,10.268,36.0000
A funnel,B0+,7,10.305,36.0000
A funnel,B0+,7,10.341,36.0000
A funnel,B0+,7,10.376,36.0000
A funnel,B0+,7,10.411,36.0000
A funnel,B0+,7,10.450,36.0000
A funnel,B0+,7,10.484,36.0000
A funnel,B0+,7,10.522,36.0000
A funnel,B0+,7,10.559,36.0000
A funnel,B0+,7,10.597,36.0000
A funnel,B0+,7,10.633,36.0000
A funnel,B0+,7,10.667,36.0000
A funnel,B0+,7,10.703,36.0000
A funnel,B0+,7,10.738,36.0000
A funnel,B0+,7,10.776,36.0000
A funnel,B0+,7,10.812,36.0000
A funnel,B0+,7,10.848,35.0000
A funnel,B0+,7,10.883,35.0000
A funnel,B0+,7,10.921,35.0000
A funnel,B0+,7,10.957,35.0000
A funnel,B0+,7,10.992,35.0000
A funnel,B0+,7,11.026,35.0000
A funnel,B0+,7,11.061,35.0000
A funnel,B0+,7,11.099,35.0000
A funnel,B0+,7,11.132,34.0000
A funnel,B0+,7,11.166,34.0000
A funnel,B0+,7,11.201,34.0000
A funnel,B0+,7,11.238,34.0000
A funnel,B0+,7,11.270,34.0000
A funnel,B0+,7,11.305,34.0000
A funnel,B0+,7,11.342,34.0000
A funnel,B0+,7,11.380,34.0000
A funnel,B0+,7,11.420,34.0000
A funnel,B0+,7,11.457,34.0000
A funnel,B0+,7,11.494,34.0000
A funnel,B0+,7,11.526,34.0000
A funnel,B0+,7,11.562,34.0000
A funnel,B0+,7,11.596,34.0000
A funnel,B0+,7,11.630,34.0000
A funnel,B0+,7,11.664,34.0000
A funnel,B0+,7,11.698,34.0000
A funnel,B0+,7,11.736,34.0000
A funnel,B0+,7,11.770,34.0000
A funnel,B0+,7,11.804,34.0000
A funnel,B0+,7,11.838,34.0000
A funnel,B0+,7,11.876,34.0000
A funnel,B0+,7,11.913,34.0000
A funnel,B0+,7,11.948,34.0000
A funnel,B0+,7,11.986,34.0000
A funnel,B0+,7,12.022,34.0000
A funnel,B0+,7,12.063,34.0000
A funnel,B0+,7,12.102,34.0000
A funnel,B0+,7,12.141,34.0000
A funnel,B0+,7,12.175,34.0000
A funnel,B0+,7,12.218,34.0000
A funnel,B0+,7,12.256,34.0000
A funnel,B0+,7,12.293,34.0000
A funnel,B0+,7,12.328,34.0000
A funnel,B0+,7,12.361,34.0000
A funnel,B0+,7,12.399,34.0000
A funnel,B0+,7,12.433,34.0000
A funnel,B0+,7,12.467,34.0000
A funnel,B0+,7,12.502,34.0000
A funnel,B0+,7,12.540,34.0000
A funnel,B0+,7,12.574,34.0000
A funnel,B0+,7,12.608,34.0000
A funnel,B0+,7,12.643,34.0000
A funnel,B0+,7,12.697,34.0000
A funnel,B0+,7,12.757,34.0000
A funnel,B0+,7,12.804,34.0000
A funnel,B0+,7,12.849,34.0000
A funnel,B0+,7,12.884,34.0000
A funnel,B0+,7,12.923,34.0000
A funnel,B0+,7,12.955,34.0000
A funnel,B0+,7,12.988,34.0000
A funnel,B0+,7,13.022,34.0000
A funnel,B0+,7,13.055,34.0000
A funnel,B0+,7,13.092,34.0000
A funnel,B0+,7,13.126,34.0000
A funnel,B0+,7,13.161,34.0000
A funnel,B0+,7,13.195,34.0000
A funnel,B0+,7,13.236,34.0000
A funnel,B0+,7,13.269,34.0000
A funnel,B0+,7,13.303,34.0000
A funnel,B0+,7,13.337,34.0000
A funnel,B0+,7,13.372,34.0000
A funnel,B0+,7,13.411,34.0000
A funnel,B0+,7,13.457,34.0000
A funnel,B0+,7,13.519,34.0000
A funnel,B0+,7,13.574,34.0000
A funnel,B0+,7,13.622,34.0000
A funnel,B0+,7,13.666,34.0000
A funnel,B0+,7,13.709,34.0000
A funnel,B0+,7,13.751,34.0000
A funnel,B0+,7,13.792,34.0000
A funnel,B0+,7,13.829,34.0000
A funnel,B0+,7,13.864,34.0000
A funnel,B0+,7,13.903,34.0000
A funnel,B0+,7,13.941,34.0000
A funnel,B0+,7,13.984,34.0000
A funnel,B0+,7,14.023,34.0000
A funnel,B0+,7,14.062,34.0000
A funnel,B0+,7,14.101,34.0000
A funnel,B0+,7,14.140,34.0000
A funnel,B0+,7,14.186,34.0000
A funnel,B0+,7,14.227,34.0000
A funnel,B0+,7,14.267,34.0000
A funnel,B0+,7,14.308,34.0000
A funnel,B0+,7,14.349,34.0000
A funnel,B0+,7,14.396,34.0000
A funnel,B0+,7,14.437,34.0000
A funnel,B0+,7,14.478,34.0000
A funnel,B0+,7,14.517,34.0000
A funnel,B0+,7,14.556,34.0000
A funnel,B0+,7,14.589,34.0000
A funnel,B0+,7,14.623,34.0000
A funnel,B0+,7,14.659,34.0000
A funnel,B0+,7,14.693,34.0000
A funnel,B0+,7,14.729,34.0000
A funnel,B0+,7,14.762,34.0000
A funnel,B0+,7,14.797,34.0000
A funnel,B0+,7,14.831,34.0000
A funnel,B0+,7,14.870,34.0000
A funnel,B0+,7,14.909,34.0000
A funnel,B0+,7,14.945,34.0000
A funnel,B0+,7,14.980,34.0000
A funnel,B0+,7,15.014,34.0000
A funnel,B0+,7,15.051,34.0000
A funnel,B0+,7,15.087,34.0000
A funnel,B0+,7,15.123,34.0000
A funnel,B0+,7,15.159,34.0000
A funnel,B0+,7,15.200,34.0000
A funnel,B0+,7,15.235,34.0000
A funnel,B0+,7,15.269,34.0000
A funnel,B0+,7,15.303,34.0000
A funnel,B0+,7,15.341,34.0000
A funnel,B0+,7,15.374,34.0000
A funnel,B0+,7,15.412,34.0000
A funnel,B0+,7,15.451,34.0000
A funnel,B0+,7,15.489,34.0000
A funnel,B0+,7,15.529,34.0000
A funnel,B0+,7,15.562,34.0000
A funnel,B0+,7,15.593,34.0000
A funnel,B0+,7,15.628,34.0000
A funnel,B0+,7,15.667,34.0000
A funnel,B0+,7,15.701,34.0000
A funnel,B0+,7,15.737,34.0000
A funnel,B0+,7,15.772,34.0000
A funnel,B0+,7,15.807,34.0000
A funnel,B0+,7,15.844,34.0000
A funnel,B0+,7,15.877,34.0000
A funnel,B0+,7,15.913,34.0000
A funnel,B0+,7,15.947,34.0000
A funnel,B0+,7,15.985,34.0000
A funnel,B0+,7,16.019,34.0000
A funnel,B0+,7,16.053,34.0000
A funnel,B0+,7,16.087,34.0000
A funnel,B0+,7,16.122,34.0000
A funnel,B0+,7,16.159,34.0000
A funnel,B0+,7,16.193,34.0000
A funnel,B0+,7,16.226,34.0000
A funnel,B0+,7,16.260,34.0000
A funnel,B0+,7,16.297,34.0000
A funnel,B0+,7,16.332,34.0000
A funnel,B0+,7,16.367,34.0000
A funnel,B0+,7,16.403,34.0000
A funnel,B0+,7,16.439,34.0000
A funnel,B0+,7,16.478,34.0000
A funnel,B0+,7,16.513,34.0000
A funnel,B0+,7,16.552,34.0000
A funnel,B0+,7,16.588,34.0000
A funnel,B0+,7,16.622,34.0000
A funnel,B0+,7,16.661,34.0000
A funnel,B0+,7,16.695,34.0000
A funnel,B0+,7,16.731,34.0000
A funnel,B0+,7,16.767,34.0000
A funnel,B0+,7,16.805,34.0000
A funnel,B0+,7,16.840,34.0000
A funnel,B0+,7,16.874,34.0000
A funnel,B0+,7,16.910,34.0000
A funnel,B0+,7,16.946,34.0000
A funnel,B0+,7,16.985,34.0000
A funnel,B0+,7,17.021,34.0000
A funnel,B0+,7,17.056,34.0000
A funnel,B0+,7,17.091,34.0000
A funnel,B0+,7,17.130,34.0000
A funnel,B0+,7,17.166,34.0000
A funnel,B0+,7,17.201,34.0000
A funnel,B0+,7,17.239,34.0000
A funnel,B0+,7,17.276,34.0000
A funnel,B0+,7,17.318,34.0000
A funnel,B0+,7,17.356,34.0000
A funnel,B0+,7,17.391,34.0000
A funnel,B0+,7,17.427,34.0000
A funnel,B0+,7,17.465,34.0000
A funnel,B0+,7,17.504,34.0000
A funnel,B0+,7,17.540,34.0000
A funnel,B0+,7,17.576,34.0000
A funnel,B0+,7,17.606,34.0000
A funnel,B0+,7,17.642,34.0000
A funnel,B0+,7,17.675,34.0000
A funnel,B0+,7,17.708,34.0000
A funnel,B0+,7,17.748,34.0000
A funnel,B0+,7,17.792,34.0000
A funnel,B0+,7,17.830,34.0000
A funnel,B0+,7,17.871,34.0000
A funnel,B0+,7,17.912,34.0000
A funnel,B0+,7,17.947,34.0000
A funnel,B0+,7,17.986,34.0000
A funnel,B0+,7,18.021,34.0000
A funnel,B0+,7,18.056,34.0000
A funnel,B0+,7,18.091,34.0000
A funnel,B0+,7,18.127,34.0000
A funnel,B0+,7,18.160,34.0000
A funnel,B0+,7,18.193,34.0000
A funnel,B0+,7,18.228,34.0000
A funnel,B0+,7,18.261,34.0000
A funnel,B0+,7,18.299,34.0000
A funnel,B0+,7,18.332,34.0000
A funnel,B0+,7,18.366,34.0000
A funnel,B0+,7,18.400,34.0000
A funnel,B0+,7,18.437,34.0000
A funnel,B0+,7,18.471,34.0000
A funnel,B0+,7,18.504,34.0000
A funnel,B0+,7,18.539,34.0000
A funnel,B0+,7,18.574,34.0000
A funnel,B0+,7,18.613,34.0000
A funnel,B0+,7,18.649,34.0000
A funnel,B0+,7,18.687,34.0000
A funnel,B0+,7,18.724,34.0000
A funnel,B0+,7,18.767,34.0000
A funnel,B0+,7,18.805,34.0000
A funnel,B0+,7,18.843,34.0000
A funnel,B0+,7,18.876,34.0000
A funnel,B0+,7,18.909,34.0000
A funnel,B0+,7,18.946,34.0000
A funnel,B0+,7,18.982,34.0000
A funnel,B0+,7,19.019,34.0000
A funnel,B0+,7,19.056,34.0000
A funnel,B0+,7,19.099,34.0000
A funnel,B0+,7,19.136,34.0000
A funnel,B0+,7,19.173,34.0000
A funnel,B0+,7,19.212,34.0000
A funnel,B0+,7,19.250,34.0000
A funnel,B0+,7,19.291,34.0000
A funnel,B0+,7,19.329,34.0000
A funnel,B0+,7,19.366,34.0000
A funnel,B0+,7,19.404,34.0000
A funnel,B0+,7,19.446,34.0000
A funnel,B0+,7,19.483,34.0000
A funnel,B0+,7,19.522,34.0000
A funnel,B0+,7,19.561,34.0000
A funnel,B0+,7,19.599,34.0000
A funnel,B0+,7,19.643,34.0000
A funnel,B0+,7,19.682,34.0000
A funnel,B0+,7,19.718,34.0000
A funnel,B0+,7,19.753,34.0000
A funnel,B0+,7,19.786,34.0000
A funnel,B0+,7,19.822,34.0000
A funnel,B0+,7,19.855,34.0000
A funnel,B0+,7,19.890,34.0000
A funnel,B0+,7,19.924,34.0000
A funnel,B0+,7,19.961,34.0000
A funnel,B0+,7,19.993,34.0000
A funnel,B0+,7,20.026,34.0000
A funnel,B0+,7,20.060,34.0000
A funnel,B0+,7,20.093,34.0000
A funnel,B0+,7,20.130,34.0000
A funnel,B0+,7,20.166,34.0000
A funnel,B0+,7,20.200,34.0000
A funnel,B0+,7,20.235,34.0000
A funnel,B0+,7,20.277,34.0000
A funnel,B0+,7,20.314,34.0000
A funnel,B0+,7,20.351,34.0000
A funnel,B0+,7,20.388,34.0000
A funnel,B0+,7,20.426,34.0000
A funnel,B0+,7,20.467,34.0000
A funnel,B0+,7,20.505,34.0000
A funnel,B0+,7,20.543,34.0000
A funnel,B0+,7,20.581,34.0000
A funnel,B0+,7,20.622,34.0000
A funnel,B0+,7,20.654,34.0000
A funnel,B0+,7,20.686,34.0000
A funnel,B0+,7,20.719,34.0000
A funnel,B0+,7,20.753,34.0000
A funnel,B0+,7,20.790,34.0000
A funnel,B0+,7,20.823,34.0000
A funnel,B0+,7,20.856,34.0000
A funnel,B0+,7,20.889,34.0000
A funnel,B0+,7,20.934,34.0000
A funnel,B0+,7,20.972,34.0000
A funnel,B0+,7,21.008,34.0000
A funnel,B0+,7,21.043,34.0000
A funnel,B0+,7,21.077,34.0000
A funnel,B0+,7,21.114,34.0000
A funnel,B0+,7,21.148,34.0000
A funnel,B0+,7,21.186,34.0000
A funnel,B0+,7,21.225,34.0000
A funnel,B0+,7,21.266,34.0000
A funnel,B0+,7,21.304,34.0000
A funnel,B0+,7,21.343,34.0000
A funnel,B0+,7,21.386,34.0000
A funnel,B0+,7,21.436,34.0000
A funnel,B0+,7,21.481,34.0000
A funnel,B0+,7,21.521,34.0000
A funnel,B0+,7,21.558,34.0000
A funnel,B0+,7,21.595,34.0000
A funnel,B0+,7,21.632,34.0000
A funnel,B0+,7,21.675,34.0000
A funnel,B0+,7,21.716,34.0000
A funnel,B0+,7,21.758,34.0000
A funnel,B0+,7,21.796,34.0000
A funnel,B0+,7,21.863,34.0000
A funnel,B0+,7,21.921,34.0000
A funnel,B0+,7,21.961,34.0000
A funnel,B0+,7,22.005,34.0000
A funnel,B0+,7,22.055,34.0000
A funnel,B0+,7,22.104,34.0000
A funnel,B0+,7,22.144,34.0000
A funnel,B0+,7,22.185,34.0000
A funnel,B0+,7,22.222,34.0000
A funnel,B0+,7,22.261,34.0000
A funnel,B0+,7,22.301,34.0000
A funnel,B0+,7,22.338,34.0000
A funnel,B0+,7,22.376,34.0000
A funnel,B0+,7,22.421,34.0000
A funnel,B0+,7,22.465,34.0000
A funnel,B0+,7,22.503,34.0000
A funnel,B0+,7,22.543,34.0000
A funnel,B0+,7,22.581,34.0000
A funnel,B0+,7,22.625,34.0000
A funnel,B0+,7,22.662,34.0000
A funnel,B0+,7,22.698,34.0000
A funnel,B0+,7,22.736,34.0000
A funnel,B0+,7,22.775,34.0000
A funnel,B0+,7,22.820,34.0000
A funnel,B0+,7,22.857,34.0000
A funnel,B0+,7,22.892,34.0000
A funnel,B0+,7,22.928,34.0000
A funnel,B0+,7,22.969,34.0000
A funnel,B0+,7,23.007,34.0000
A funnel,B0+,7,23.046,34.0000
A funnel,B0+,7,23.079,34.0000
A funnel,B0+,7,23.114,34.0000
A funnel,B0+,7,23.152,34.0000
A funnel,B0+,7,23.189,34.0000
A funnel,B0+,7,23.221,34.0000
A funnel,B0+,7,23.254,34.0000
A funnel,B0+,7,23.291,34.0000
A funnel,B0+,7,23.325,34.0000
A funnel,B0+,7,23.359,34.0000
A funnel,B0+,7,23.394,34.0000
A funnel,B0+,7,23.430,34.0000
A funnel,B0+,7,23.472,34.0000
A funnel,B0+,7,23.507,34.0000
A funnel,B0+,7,23.544,34.0000
A funnel,B0+,7,23.580,34.0000
A funnel,B0+,7,23.616,34.0000
A funnel,B0+,7,23.655,34.0000
A funnel,B0+,7,23.692,34.0000
A funnel,B0+,7,23.730,34.0000
A funnel,B0+,7,23.765,34.0000
A funnel,B0+,7,23.805,34.0000
A funnel,B0+,7,23.840,34.0000
A funnel,B0+,7,23.877,34.0000
A funnel,B0+,7,23.915,34.0000
A funnel,B0+,7,23.954,34.0000
A funnel,B0+,7,23.997,34.0000
A funnel,B0+,7,24.033,34.0000
A funnel,B0+,7,24.068,34.0000
A funnel,B0+,7,24.102,34.0000
A funnel,B0+,7,24.142,34.0000
A funnel,B0+,7,24.179,34.0000
A funnel,B0+,7,24.215,34.0000
A funnel,B0+,7,24.251,34.0000
A funnel,B0+,7,24.287,34.0000
A funnel,B0+,7,24.325,34.0000
A funnel,B0+,7,24.362,34.0000
A funnel,B0+,7,24.402,34.0000
A funnel,B0+,7,24.442,34.0000
A funnel,B0+,7,24.484,34.0000
A funnel,B0+,7,24.523,34.0000
