family,method,seed,delay
A3,butla,1,1
A3,butla,1,0
A3,tabor,1,7
A3,tabor,1,6
A3,tabor,1,4
A3,tabor,1,3
A3,tabor,1,6
A3,tabor,1,4
A3,tabor,1,2
A3,tabor,1,0
A3,tabor,1,3
A3,tabor,1,0
A3,tabor,1,10
A3,tabor,1,8
A3,tabor,1,7
A3,tabor,1,6
A3,tabor,1,2
A3,tabor,1,6
A3,tabor,1,5
A3,tabor,1,4
A3,tabor,1,3
A3,tabor,1,2
A3,tabor,1,1
A3,hsmm,1,10
A3,hsmm,1,0
A3,hsmm,1,7
A3,hsmm,1,4
A3,hsmm,1,2
A3,hsmm,1,7
A3,hsmm,1,4
A3,hsmm,1,1
A3,hsmm,1,9
A3,hsmm,1,7
A3,hsmm,1,6
A3,hsmm,1,8
A3,hsmm,1,4
A3,hsmm,1,6
A3,hsmm,1,1
A3,hsmm,1,0
A3,hsmm,1,3
A3,hsmm,1,2
A3,hsmm,1,1
A3,hsmm,1,0
A3,ours,1,3
A3,ours,1,2
A3,ours,1,0
A3,ours,1,8
A3,ours,1,7
A3,ours,1,4
A3,ours,1,2
A3,ours,1,7
A3,ours,1,0
A3,ours,1,7
A3,ours,1,3
A3,ours,1,0
A3,ours,1,9
A3,ours,1,7
A3,ours,1,6
A3,ours,1,4
A3,ours,1,0
A3,ours,1,5
A3,ours,1,4
A3,ours,1,3
A3,ours,1,2
A3,markov,2,0
A3,markov,2,9
A3,markov,2,2
A3,markov,2,1
A3,markov,2,4
A3,markov,2,0
A3,markov,2,3
A3,butla,2,4
A3,butla,2,0
A3,butla,2,6
A3,butla,2,1
A3,butla,2,10
A3,butla,2,1
A3,butla,2,0
A3,butla,2,9
A3,butla,2,7
A3,butla,2,6
A3,butla,2,4
A3,butla,2,3
A3,butla,2,2
A3,tabor,2,4
A3,tabor,2,3
A3,tabor,2,9
A3,tabor,2,5
A3,tabor,2,0
A3,tabor,2,9
A3,tabor,2,0
A3,tabor,2,9
A3,tabor,2,8
A3,tabor,2,6
A3,tabor,2,1
A3,tabor,2,0
A3,tabor,2,6
A3,tabor,2,5
A3,hsmm,2,4
A3,hsmm,2,2
A3,hsmm,2,4
A3,hsmm,2,4
A3,hsmm,2,0
A3,hsmm,2,9
A3,hsmm,2,0
A3,hsmm,2,7
A3,hsmm,2,5
A3,hsmm,2,4
A3,hsmm,2,2
A3,hsmm,2,1
A3,hsmm,2,0
A3,ours,2,8
A3,ours,2,5
A3,ours,2,4
A3,ours,2,0
A3,ours,2,8
A3,ours,2,6
A3,ours,2,3
A3,ours,2,0
A3,ours,2,3
A3,ours,2,2
A3,ours,2,1
A3,ours,2,0
A3,ours,2,9
A3,ours,2,0
A3,ours,2,4
A3,ours,2,0
A3,ours,2,7
A3,ours,2,2
A3,ours,2,9
A3,ours,2,0
A3,ours,2,9
A3,ours,2,7
A3,ours,2,6
A3,ours,2,4
A4,markov,0,9
A4,markov,0,2
A4,markov,0,3
A4,markov,0,0
A4,markov,0,10
A4,markov,0,6
A4,markov,0,1
A4,markov,0,10
A4,markov,0,9
A4,markov,0,2
A4,markov,0,6
A4,markov,0,8
A4,markov,0,5
A4,markov,0,2
A4,markov,0,4
A4,markov,0,10
A4,markov,0,4
A4,markov,0,3
A4,markov,0,5
A4,markov,0,3
A4,markov,0,10
A4,markov,0,4
A4,markov,0,1
A4,markov,0,2
A4,markov,0,10
A4,markov,0,1
A4,markov,0,2
A4,markov,0,1
A4,markov,0,7
A4,markov,0,5
A4,butla,0,1
A4,tabor,0,10
A4,tabor,0,7
A4,tabor,0,1
A4,tabor,0,8
A4,tabor,0,4
A4,hsmm,0,10
A4,hsmm,0,0
A4,hsmm,0,10
A4,hsmm,0,9
A4,hsmm,0,2
A4,hsmm,0,8
A4,hsmm,0,5
A4,hsmm,0,3
A4,hsmm,0,1
A4,hsmm,0,5
A4,hsmm,0,2
A4,hsmm,0,2
A4,ours,0,9
A4,ours,0,2
A4,ours,0,4
A4,ours,0,1
A4,ours,0,10
A4,ours,0,0
A4,ours,0,10
A4,ours,0,6
A4,ours,0,1
A4,ours,0,10
A4,ours,0,4
A4,ours,0,3
A4,ours,0,9
A4,ours,0,7
A4,ours,0,0
A4,ours,0,8
A4,ours,0,5
A4,ours,0,5
A4,ours,0,0
A4,ours,0,5
A4,ours,0,3
A4,ours,0,1
A4,ours,0,1
A4,markov,1,4
A4,markov,1,0
A4,markov,1,4
A4,markov,1,1
A4,markov,1,0
A4,markov,1,1
A4,markov,1,8
A4,markov,1,0
A4,markov,1,7
A4,markov,1,3
A4,markov,1,9
A4,markov,1,3
A4,markov,1,0
A4,markov,1,6
A4,markov,1,4
A4,markov,1,2
A4,markov,1,4
A4,markov,1,9
A4,markov,1,7
A4,markov,1,5
A4,markov,1,2
A4,markov,1,7
A4,markov,1,6
A4,markov,1,1
A4,markov,1,10
A4,markov,1,7
A4,markov,1,3
A4,butla,1,8
A4,butla,1,6
A4,butla,1,8
A4,butla,1,3
A4,tabor,1,9
A4,tabor,1,7
A4,tabor,1,5
A4,tabor,1,2
A4,tabor,1,6
A4,tabor,1,4
A4,hsmm,1,9
A4,hsmm,1,5
A4,hsmm,1,4
A4,hsmm,1,1
A4,hsmm,1,10
A4,hsmm,1,5
A4,hsmm,1,3
A4,hsmm,1,0
A4,hsmm,1,8
A4,hsmm,1,6
A4,ours,1,0
A4,ours,1,1
A4,ours,1,0
A4,ours,1,1
A4,ours,1,5
A4,ours,1,0
A4,ours,1,8
A4,ours,1,4
A4,ours,1,9
A4,ours,1,3
A4,ours,1,0
A4,ours,1,0
A4,ours,1,4
A4,ours,1,1
A4,ours,1,8
A4,ours,1,6
A4,ours,1,3
A4,ours,1,0
A4,ours,1,10
A4,ours,1,9
A4,ours,1,4
A4,ours,1,7
A4,ours,1,5
A4,markov,2,9
A4,markov,2,7
A4,markov,2,2
A4,markov,2,0
A4,markov,2,2
A4,markov,2,7
A4,markov,2,6
A4,markov,2,2
A4,markov,2,4
A4,markov,2,2
A4,markov,2,4
A4,markov,2,2
A4,markov,2,1
A4,markov,2,7
A4,markov,2,5
A4,markov,2,2
A4,markov,2,0
A4,markov,2,10
A4,markov,2,3
A4,markov,2,0
A4,markov,2,10
A4,markov,2,3
A4,markov,2,9
A4,markov,2,0
A4,markov,2,4
A4,markov,2,0
A4,markov,2,5
A4,markov,2,1
A4,markov,2,3
A4,markov,2,1
A4,markov,2,9
A4,markov,2,2
A4,markov,2,6
A4,markov,2,5
A4,markov,2,9
A4,markov,2,3
A4,markov,2,2
A4,butla,2,1
A4,tabor,2,5
A4,tabor,2,2
A4,tabor,2,6
A4,tabor,2,4
A4,hsmm,2,8
A4,hsmm,2,6
A4,hsmm,2,5
A4,hsmm,2,1
A4,hsmm,2,2
A4,hsmm,2,6
A4,hsmm,2,4
A4,hsmm,2,1
A4,hsmm,2,9
A4,ours,2,8
A4,ours,2,0
A4,ours,2,0
A4,ours,2,9
A4,ours,2,4
A4,ours,2,2
A4,ours,2,1
A4,ours,2,4
A4,ours,2,1
A4,ours,2,3
A4,ours,2,3
A4,ours,2,2
A4,ours,2,2
A4,ours,2,0
A4,ours,2,1
A4,ours,2,9
A5,markov,0,7
A5,markov,0,6
A5,markov,0,5
A5,markov,0,4
A5,markov,0,0
A5,markov,0,10
A5,markov,0,8
A5,markov,0,7
A5,markov,0,6
A5,markov,0,5
A5,markov,0,4
A5,markov,0,3
A5,markov,0,2
A5,markov,0,1
A5,markov,0,0
A5,markov,0,10
A5,markov,0,9
A5,markov,0,8
A5,markov,0,7
A5,markov,0,6
A5,markov,0,5
A5,markov,0,4
A5,markov,0,3
A5,markov,0,2
A5,markov,0,1
A5,markov,0,0
A5,butla,0,10
A5,butla,0,9
A5,butla,0,7
A5,butla,0,6
A5,butla,0,5
A5,butla,0,3
A5,butla,0,1
A5,butla,0,0
A5,butla,0,9
A5,butla,0,8
A5,butla,0,7
A5,butla,0,6
A5,butla,0,5
A5,butla,0,4
A5,butla,0,3
A5,butla,0,2
A5,butla,0,1
A5,butla,0,0
A5,butla,0,4
A5,butla,0,3
A5,butla,0,2
A5,butla,0,1
A5,butla,0,0
A5,butla,0,10
A5,butla,0,9
A5,butla,0,8
A5,butla,0,7
A5,butla,0,6
A5,butla,0,5
A5,butla,0,4
A5,butla,0,3
A5,butla,0,2
A5,butla,0,1
A5,butla,0,0
A5,butla,0,8
A5,butla,0,7
A5,butla,0,6
A5,butla,0,5
A5,butla,0,4
A5,butla,0,3
A5,butla,0,2
A5,butla,0,1
A5,butla,0,0
A5,butla,0,6
A5,butla,0,5
A5,butla,0,4
A5,butla,0,3
A5,butla,0,2
A5,butla,0,1
A5,butla,0,0
A5,butla,0,6
A5,butla,0,5
A5,butla,0,4
A5,butla,0,3
A5,butla,0,2
A5,butla,0,1
A5,butla,0,0
A5,tabor,0,10
A5,tabor,0,8
A5,tabor,0,7
A5,tabor,0,5
A5,tabor,0,3
A5,tabor,0,2
A5,tabor,0,1
A5,tabor,0,0
A5,tabor,0,8
A5,tabor,0,7
A5,tabor,0,6
A5,tabor,0,5
A5,tabor,0,4
A5,tabor,0,3
A5,tabor,0,2
A5,tabor,0,1
A5,tabor,0,0
A5,tabor,0,10
A5,tabor,0,9
A5,tabor,0,8
A5,tabor,0,7
A5,tabor,0,6
A5,tabor,0,5
A5,tabor,0,4
A5,tabor,0,3
A5,tabor,0,2
A5,tabor,0,1
A5,tabor,0,0
A5,tabor,0,7
A5,tabor,0,6
A5,tabor,0,5
A5,tabor,0,4
A5,tabor,0,3
A5,tabor,0,2
A5,tabor,0,1
A5,tabor,0,0
A5,tabor,0,8
A5,tabor,0,7
A5,tabor,0,6
A5,tabor,0,5
A5,tabor,0,4
A5,tabor,0,3
A5,tabor,0,2
A5,tabor,0,1
A5,tabor,0,0
A5,hsmm,0,9
A5,hsmm,0,8
A5,hsmm,0,7
A5,hsmm,0,6
A5,hsmm,0,2
A5,hsmm,0,1
A5,hsmm,0,10
A5,hsmm,0,9
A5,hsmm,0,8
A5,hsmm,0,7
A5,hsmm,0,6
A5,hsmm,0,5
A5,hsmm,0,4
A5,hsmm,0,3
A5,hsmm,0,2
A5,hsmm,0,1
A5,hsmm,0,0
A5,hsmm,0,10
A5,hsmm,0,9
A5,hsmm,0,8
A5,hsmm,0,7
A5,hsmm,0,6
A5,hsmm,0,5
A5,hsmm,0,4
A5,hsmm,0,3
A5,hsmm,0,2
A5,hsmm,0,1
A5,hsmm,0,0
A5,hsmm,0,10
A5,hsmm,0,9
A5,hsmm,0,8
A5,hsmm,0,7
A5,hsmm,0,6
A5,hsmm,0,5
A5,hsmm,0,4
A5,hsmm,0,2
A5,hsmm,0,1
A5,hsmm,0,0
A5,ours,0,9
A5,ours,0,8
A5,ours,0,7
A5,ours,0,6
A5,ours,0,2
A5,ours,0,1
A5,ours,0,10
A5,ours,0,9
A5,ours,0,8
A5,ours,0,7
A5,ours,0,5
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,ours,0,8
A5,ours,0,7
A5,ours,0,5
A5,ours,0,4
A5,ours,0,3
A5,ours,0,1
A5,ours,0,0
A5,ours,0,5
A5,ours,0,3
A5,ours,0,1
A5,ours,0,0
A5,ours,0,4
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,ours,0,4
A5,ours,0,3
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,ours,0,4
A5,ours,0,3
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,ours,0,4
A5,ours,0,3
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,ours,0,5
A5,ours,0,4
A5,ours,0,3
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,ours,0,8
A5,ours,0,7
A5,ours,0,6
A5,ours,0,5
A5,ours,0,4
A5,ours,0,3
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,ours,0,6
A5,ours,0,5
A5,ours,0,4
A5,ours,0,3
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,ours,0,4
A5,ours,0,3
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,ours,0,4
A5,ours,0,3
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,ours,0,6
A5,ours,0,5
A5,ours,0,4
A5,ours,0,3
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,ours,0,4
A5,ours,0,3
A5,ours,0,2
A5,ours,0,1
A5,ours,0,7
A5,ours,0,6
A5,ours,0,5
A5,ours,0,2
A5,ours,0,1
A5,ours,0,0
A5,butla,1,10
A5,butla,1,5
A5,butla,1,4
A5,butla,1,2
A5,butla,1,1
A5,butla,1,0
A5,butla,1,7
A5,butla,1,6
A5,butla,1,5
A5,butla,1,4
A5,butla,1,3
A5,butla,1,2
A5,butla,1,1
A5,butla,1,0
A5,butla,1,6
A5,butla,1,5
A5,butla,1,4
A5,butla,1,3
A5,butla,1,2
A5,butla,1,1
A5,butla,1,0
A5,butla,1,10
A5,butla,1,9
A5,butla,1,8
A5,butla,1,7
A5,butla,1,6
A5,butla,1,5
A5,butla,1,4
A5,butla,1,3
A5,butla,1,2
A5,butla,1,1
A5,butla,1,0
A5,butla,1,4
A5,butla,1,3
A5,butla,1,2
A5,butla,1,1
A5,butla,1,0
A5,butla,1,5
A5,butla,1,4
A5,butla,1,3
A5,butla,1,2
A5,butla,1,1
A5,butla,1,0
A5,butla,1,10
A5,butla,1,9
A5,butla,1,8
A5,butla,1,7
A5,butla,1,6
A5,butla,1,5
A5,butla,1,4
A5,butla,1,3
A5,butla,1,2
A5,butla,1,1
A5,butla,1,0
A5,butla,1,10
A5,butla,1,9
A5,butla,1,8
A5,butla,1,7
A5,butla,1,6
A5,butla,1,5
A5,butla,1,4
A5,butla,1,3
A5,butla,1,2
A5,butla,1,1
A5,butla,1,0
A5,butla,1,5
A5,butla,1,4
A5,butla,1,3
A5,butla,1,2
A5,butla,1,1
A5,butla,1,0
A5,butla,1,10
A5,butla,1,5
A5,butla,1,4
A5,butla,1,2
A5,butla,1,1
A5,butla,1,0
A5,tabor,1,6
A5,tabor,1,5
A5,tabor,1,3
A5,tabor,1,2
A5,tabor,1,1
A5,tabor,1,0
A5,tabor,1,8
A5,tabor,1,7
A5,tabor,1,6
A5,tabor,1,5
A5,tabor,1,4
A5,tabor,1,3
A5,tabor,1,2
A5,tabor,1,1
A5,tabor,1,0
A5,tabor,1,10
A5,tabor,1,9
A5,tabor,1,8
A5,tabor,1,7
A5,tabor,1,6
A5,tabor,1,5
A5,tabor,1,4
A5,tabor,1,3
A5,tabor,1,2
A5,tabor,1,1
A5,tabor,1,0
A5,tabor,1,9
A5,tabor,1,8
A5,tabor,1,7
A5,tabor,1,6
A5,tabor,1,5
A5,tabor,1,4
A5,tabor,1,3
A5,tabor,1,2
A5,tabor,1,1
A5,tabor,1,0
A5,tabor,1,10
A5,tabor,1,9
A5,tabor,1,8
A5,tabor,1,7
A5,tabor,1,6
A5,tabor,1,5
A5,tabor,1,4
A5,tabor,1,3
A5,tabor,1,2
A5,tabor,1,1
A5,tabor,1,0
A5,tabor,1,10
A5,tabor,1,9
A5,tabor,1,8
A5,tabor,1,7
A5,tabor,1,6
A5,tabor,1,5
A5,tabor,1,4
A5,tabor,1,3
A5,tabor,1,2
A5,tabor,1,1
A5,tabor,1,0
A5,tabor,1,3
A5,tabor,1,2
A5,tabor,1,1
A5,tabor,1,0
A5,hsmm,1,10
A5,hsmm,1,9
A5,hsmm,1,8
A5,hsmm,1,7
A5,hsmm,1,6
A5,hsmm,1,5
A5,hsmm,1,4
A5,hsmm,1,3
A5,hsmm,1,2
A5,hsmm,1,1
A5,hsmm,1,0
A5,hsmm,1,10
A5,hsmm,1,9
A5,hsmm,1,8
A5,hsmm,1,7
A5,hsmm,1,6
A5,hsmm,1,5
A5,hsmm,1,4
A5,hsmm,1,3
A5,hsmm,1,2
A5,hsmm,1,1
A5,hsmm,1,0
A5,ours,1,9
A5,ours,1,4
A5,ours,1,3
A5,ours,1,1
A5,ours,1,0
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,3
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,3
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,4
A5,ours,1,3
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,3
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,6
A5,ours,1,5
A5,ours,1,4
A5,ours,1,3
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,6
A5,ours,1,5
A5,ours,1,4
A5,ours,1,3
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,4
A5,ours,1,3
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,3
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,3
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,4
A5,ours,1,3
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,8
A5,ours,1,7
A5,ours,1,6
A5,ours,1,5
A5,ours,1,4
A5,ours,1,3
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,4
A5,ours,1,3
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,5
A5,ours,1,4
A5,ours,1,3
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,2
A5,ours,1,1
A5,ours,1,0
A5,ours,1,10
A5,ours,1,9
A5,ours,1,6
A5,ours,1,1
A5,ours,1,0
A5,butla,2,10
A5,butla,2,9
A5,butla,2,8
A5,butla,2,7
A5,butla,2,6
A5,butla,2,5
A5,butla,2,4
A5,butla,2,3
A5,butla,2,2
A5,butla,2,1
A5,butla,2,0
A5,butla,2,4
A5,butla,2,3
A5,butla,2,2
A5,butla,2,1
A5,butla,2,0
A5,butla,2,10
A5,butla,2,9
A5,butla,2,8
A5,butla,2,7
A5,butla,2,6
A5,butla,2,5
A5,butla,2,4
A5,butla,2,3
A5,butla,2,2
A5,butla,2,1
A5,butla,2,0
A5,butla,2,8
A5,butla,2,7
A5,butla,2,6
A5,butla,2,5
A5,butla,2,4
A5,butla,2,3
A5,butla,2,2
A5,butla,2,1
A5,butla,2,0
A5,butla,2,7
A5,butla,2,6
A5,butla,2,5
A5,butla,2,4
A5,butla,2,3
A5,butla,2,2
A5,butla,2,1
A5,butla,2,0
A5,butla,2,6
A5,butla,2,5
A5,butla,2,4
A5,butla,2,3
A5,butla,2,2
A5,butla,2,1
A5,butla,2,0
A5,butla,2,10
A5,butla,2,9
A5,butla,2,8
A5,butla,2,7
A5,butla,2,6
A5,butla,2,5
A5,butla,2,4
A5,butla,2,3
A5,butla,2,2
A5,butla,2,0
A5,tabor,2,10
A5,tabor,2,9
A5,tabor,2,8
A5,tabor,2,7
A5,tabor,2,6
A5,tabor,2,5
A5,tabor,2,4
A5,tabor,2,3
A5,tabor,2,2
A5,tabor,2,1
A5,tabor,2,0
A5,tabor,2,5
A5,tabor,2,4
A5,tabor,2,3
A5,tabor,2,2
A5,tabor,2,1
A5,tabor,2,0
A5,tabor,2,10
A5,tabor,2,9
A5,tabor,2,8
A5,tabor,2,7
A5,tabor,2,6
A5,tabor,2,5
A5,tabor,2,4
A5,tabor,2,3
A5,tabor,2,2
A5,tabor,2,1
A5,tabor,2,0
A5,tabor,2,7
A5,tabor,2,6
A5,tabor,2,5
A5,tabor,2,4
A5,tabor,2,3
A5,tabor,2,2
A5,tabor,2,1
A5,tabor,2,0
A5,tabor,2,8
A5,tabor,2,7
A5,tabor,2,6
A5,tabor,2,5
A5,tabor,2,4
A5,tabor,2,3
A5,tabor,2,2
A5,tabor,2,1
A5,tabor,2,0
A5,tabor,2,10
A5,tabor,2,9
A5,tabor,2,8
A5,tabor,2,7
A5,tabor,2,6
A5,tabor,2,5
A5,tabor,2,4
A5,tabor,2,3
A5,tabor,2,2
A5,tabor,2,0
A5,hsmm,2,4
A5,hsmm,2,3
A5,hsmm,2,2
A5,hsmm,2,1
A5,hsmm,2,0
A5,hsmm,2,10
A5,hsmm,2,9
A5,hsmm,2,8
A5,hsmm,2,7
A5,hsmm,2,6
A5,hsmm,2,5
A5,hsmm,2,4
A5,hsmm,2,3
A5,hsmm,2,2
A5,hsmm,2,1
A5,hsmm,2,0
A5,hsmm,2,10
A5,hsmm,2,9
A5,hsmm,2,8
A5,hsmm,2,7
A5,hsmm,2,6
A5,hsmm,2,5
A5,hsmm,2,4
A5,hsmm,2,3
A5,hsmm,2,2
A5,hsmm,2,1
A5,hsmm,2,0
A5,hsmm,2,10
A5,hsmm,2,9
A5,hsmm,2,8
A5,hsmm,2,7
A5,hsmm,2,6
A5,hsmm,2,5
A5,hsmm,2,4
A5,hsmm,2,3
A5,hsmm,2,2
A5,hsmm,2,1
A5,hsmm,2,0
A5,ours,2,7
A5,ours,2,6
A5,ours,2,5
A5,ours,2,4
A5,ours,2,3
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,4
A5,ours,2,3
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,3
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,3
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,4
A5,ours,2,3
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,5
A5,ours,2,4
A5,ours,2,3
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,5
A5,ours,2,4
A5,ours,2,3
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,3
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,3
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,4
A5,ours,2,3
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,3
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,3
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,5
A5,ours,2,4
A5,ours,2,3
A5,ours,2,2
A5,ours,2,1
A5,ours,2,0
A5,ours,2,6
A5,ours,2,5
A5,ours,2,4
A5,ours,2,3
A5,ours,2,2
A5,ours,2,0
A5,ours,2,9
A5,ours,2,7
A5,ours,2,4
A5,ours,2,2
A5,ours,2,0
A6,markov,0,7
A6,markov,0,3
A6,markov,0,0
A6,markov,0,3
A6,markov,0,2
A6,markov,0,1
A6,markov,0,0
A6,markov,0,2
A6,markov,0,0
A6,markov,0,8
A6,markov,0,0
A6,markov,0,8
A6,markov,0,6
A6,markov,0,3
A6,markov,0,1
A6,markov,0,0
A6,markov,0,8
A6,markov,0,1
A6,tabor,0,5
A6,hsmm,0,10
A6,hsmm,0,6
A6,hsmm,0,5
A6,hsmm,0,3
A6,hsmm,0,2
A6,hsmm,0,1
A6,hsmm,0,0
A6,ours,0,8
A6,ours,0,5
A6,ours,0,1
A6,ours,0,0
A6,ours,0,9
A6,ours,0,8
A6,ours,0,0
A6,ours,0,6
A6,ours,0,3
A6,ours,0,1
A6,ours,0,0
A6,ours,0,0
A6,ours,0,2
A6,markov,1,10
A6,markov,1,5
A6,markov,1,1
A6,markov,1,0
A6,markov,1,2
A6,markov,1,1
A6,markov,1,0
A6,markov,1,2
A6,markov,1,0
A6,markov,1,10
A6,markov,1,2
A6,markov,1,4
A6,markov,1,0
A6,markov,1,6
A6,markov,1,4
A6,markov,1,0
A6,markov,1,10
A6,markov,1,3
A6,markov,1,0
A6,markov,1,4
A6,markov,1,3
A6,markov,1,2
A6,markov,1,0
A6,butla,1,8
A6,butla,1,3
A6,tabor,1,6
A6,tabor,1,4
A6,tabor,1,4
A6,tabor,1,10
A6,tabor,1,9
A6,tabor,1,8
A6,hsmm,1,6
A6,hsmm,1,2
A6,hsmm,1,1
A6,hsmm,1,4
A6,hsmm,1,3
A6,hsmm,1,2
A6,hsmm,1,1
A6,hsmm,1,9
A6,hsmm,1,2
A6,hsmm,1,1
A6,ours,1,0
A6,ours,1,4
A6,ours,1,5
A6,ours,1,4
A6,ours,1,3
A6,ours,1,1
A6,ours,1,0
A6,markov,2,9
A6,markov,2,3
A6,markov,2,1
A6,markov,2,0
A6,markov,2,0
A6,markov,2,1
A6,markov,2,9
A6,markov,2,2
A6,markov,2,0
A6,markov,2,6
A6,markov,2,9
A6,markov,2,7
A6,markov,2,3
A6,markov,2,1
A6,markov,2,0
A6,markov,2,7
A6,markov,2,0
A6,markov,2,1
A6,markov,2,7
A6,markov,2,6
A6,markov,2,0
A6,markov,2,6
A6,markov,2,4
A6,markov,2,9
A6,markov,2,8
A6,markov,2,7
A6,markov,2,6
A6,markov,2,4
A6,markov,2,2
A6,markov,2,0
A6,markov,2,2
A6,markov,2,0
A6,tabor,2,10
A6,tabor,2,7
A6,tabor,2,5
A6,hsmm,2,7
A6,hsmm,2,2
A6,hsmm,2,9
A6,hsmm,2,7
A6,hsmm,2,4
A6,hsmm,2,2
A6,hsmm,2,9
A6,hsmm,2,7
A6,hsmm,2,2
A6,hsmm,2,0
A6,ours,2,5
A6,ours,2,0
A6,ours,2,7
A6,ours,2,6
A6,ours,2,2
A6,ours,2,0
A6,ours,2,9
A6,ours,2,5
A6,ours,2,3
A6,ours,2,2
A6,ours,2,0
A6,ours,2,0
A6,ours,2,7
A6,ours,2,6
A6,ours,2,0
A6,ours,2,2
A6,ours,2,0
